1|1|1|5|1|DobarSmestaj|1|https://www.collinsdictionary.com/images/thumb/cottage_141426904_250.jpg?version=4.0.302|True|DobarVlasink|1|0
2|1|1|5|2|DobarSmestaj|1|https://www.collinsdictionary.com/images/thumb/cottage_141426904_250.jpg?version=4.0.302|True|DobarVlasink|2|0
3|1|1|5|3|DobarSmestaj|1|https://www.collinsdictionary.com/images/thumb/cottage_141426904_250.jpg?version=4.0.302|True|DobarVlasink|3|0
4|1|1|5|4|DobarSmestaj|1|https://www.collinsdictionary.com/images/thumb/cottage_141426904_250.jpg?version=4.0.302|True|DobarVlasink|4|0
5|1|1|5|5|DobarSmestaj|1|https://www.collinsdictionary.com/images/thumb/cottage_141426904_250.jpg?version=4.0.302|True|DobarVlasink|5|0
6|1|1|5|6|DobarSmestaj|1|https://www.aveliving.com/AVE/media/Property_Images/Florham%20Park/hero/flor-apt-living-(2)-hero.jpg?ext=.jpg|True|DobarVlasink|6|0
7|1|1|5|7|DobarSmestaj|1|https://www.aveliving.com/AVE/media/Property_Images/Florham%20Park/hero/flor-apt-living-(2)-hero.jpg?ext=.jpg|True|DobarVlasink|7|0
8|1|1|5|8|DobarSmestaj|1|https://www.aveliving.com/AVE/media/Property_Images/Florham%20Park/hero/flor-apt-living-(2)-hero.jpg?ext=.jpg|True|DobarVlasink|8|0
9|1|1|5|9|DobarSmestaj|1|https://www.aveliving.com/AVE/media/Property_Images/Florham%20Park/hero/flor-apt-living-(2)-hero.jpg?ext=.jpg|True|DobarVlasink|9|0
10|1|1|5|10|DobarSmestaj|1|https://www.aveliving.com/AVE/media/Property_Images/Florham%20Park/hero/flor-apt-living-(2)-hero.jpg?ext=.jpg|True|DobarVlasink|10|0
